id,normalizacion,protocolo,pliegue,indice_pliegue,modelo,semilla,accuracy,balanced_accuracy,f1_macro,accuracy_espejado,accuracy_val,n_train,n_val,n_test,tiempo_entrenamiento_s,tiempo_prediccion_test_s,epocas,mejor_epoca,dispositivo
15,ninguna,lopo,p1,0,mlp,0,0.8391608391608392,0.8379298805258477,0.8368397742335004,0.8356643356643356,0.9439775910364145,2002,357,572,147.17130810004892,0.004131699970457703,91.0,71.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
16,ninguna,lopo,p1,0,svm,0,0.8146853146853147,0.813914820954912,0.8115509999858742,0.8111888111888111,0.927170868347339,2002,357,572,0.5192008000449277,0.03358610003488138,,,cpu
17,ninguna,lopo,p1,0,random_forest,0,0.7657342657342657,0.76599406440997,0.7700394534601619,0.7797202797202797,0.8991596638655462,2002,357,572,1.712091800000053,0.03461719996994361,,,cpu
18,ninguna,lopo,p1,0,knn,0,0.5821678321678322,0.5816561171949527,0.5772204122241873,0.5716783216783217,0.8375350140056023,2002,357,572,0.18822179996641353,0.08673049998469651,,,cpu
19,ninguna,lopo,p1,0,logreg,0,0.8636363636363636,0.8629134909863906,0.8624044792679149,0.8513986013986014,0.9159663865546218,2002,357,572,0.14747289998922497,0.0010121000232174993,,,cpu
20,ninguna,lopo,p2,1,cnn_baseline,0,0.9555555555555556,0.9546554640103028,0.9547003182335022,0.9282051282051282,0.9576271186440678,1992,354,585,88.3273646000307,0.007623300014529377,65.0,45.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
21,ninguna,lopo,p2,1,mlp,0,0.9247863247863248,0.9239587004563964,0.9244379189691286,0.8923076923076924,0.9548022598870056,1992,354,585,138.95359759998973,0.0045983000309206545,125.0,105.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
22,ninguna,lopo,p2,1,svm,0,0.9111111111111111,0.9095169403735132,0.9092372013388643,0.8940170940170941,0.903954802259887,1992,354,585,0.5914744000183418,0.05324570002267137,,,cpu
23,ninguna,lopo,p2,1,random_forest,0,0.8871794871794871,0.8855204230281432,0.8842674705017984,0.8769230769230769,0.8785310734463276,1992,354,585,2.0941290999762714,0.029134499956853688,,,cpu
24,ninguna,lopo,p2,1,knn,0,0.7914529914529914,0.7896658426885516,0.7878433864766472,0.7863247863247863,0.7768361581920904,1992,354,585,0.001819700002670288,0.15290250000543892,,,cpu
25,ninguna,lopo,p2,1,logreg,0,0.8888888888888888,0.8880429505162272,0.8884025437038416,0.8837606837606837,0.9096045197740112,1992,354,585,0.16256289999000728,0.0019867000519298017,,,cpu
26,ninguna,lopo,p3,2,cnn_baseline,0,0.9370748299319728,0.936755010657809,0.9359483056953417,0.9285714285714286,0.9291784702549575,1990,353,588,108.59192530001746,0.006050399970263243,88.0,68.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
27,ninguna,lopo,p3,2,mlp,0,0.9251700680272109,0.9250577979812148,0.9234618751498761,0.9149659863945578,0.9263456090651558,1990,353,588,143.34652349998942,0.004100899968761951,130.0,110.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
28,ninguna,lopo,p3,2,svm,0,0.9064625850340136,0.9066076608712837,0.9035393219568055,0.9217687074829932,0.9065155807365439,1990,353,588,0.7705881000147201,0.053818599961232394,,,cpu
29,ninguna,lopo,p3,2,random_forest,0,0.8877551020408163,0.8877588636204248,0.8848173248164013,0.8860544217687075,0.8356940509915014,1990,353,588,2.116490699991118,0.026633800007402897,,,cpu
30,ninguna,lopo,p3,2,knn,0,0.7210884353741497,0.7215332191399938,0.7140394149896087,0.7397959183673469,0.7337110481586402,1990,353,588,0.003243400016799569,0.05021650000708178,,,cpu
31,ninguna,lopo,p3,2,logreg,0,0.9302721088435374,0.9300735916568023,0.9292165021538311,0.9285714285714286,0.9008498583569405,1990,353,588,0.16742680000606924,0.0015917000127956271,,,cpu
32,ninguna,lopo,p4,3,cnn_baseline,0,0.9565943238731218,0.9566498316498316,0.9565709513155402,0.9565943238731218,0.943342776203966,1979,353,599,63.841399700031616,0.0061024000169709325,51.0,31.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
33,ninguna,lopo,p4,3,mlp,0,0.9766277128547579,0.9766161616161617,0.9764994967736498,0.9716193656093489,0.9235127478753541,1979,353,599,128.6704329000204,0.00455589999910444,117.0,97.0,cuda: NVIDIA GeForce RTX 5070 Laptop GPU
34,ninguna,lopo,p4,3,svm,0,0.9549248747913188,0.9549158249158248,0.9545830933638942,0.9115191986644408,0.9150141643059491,1979,353,599,0.8897398999542929,0.06282480002846569,,,cpu
35,ninguna,lopo,p4,3,random_forest,0,0.9015025041736227,0.9015488215488214,0.8995550354692027,0.8914858096828047,0.8498583569405099,1979,353,599,2.7297819000086747,0.04198109998833388,,,cpu
36,ninguna,lopo,p4,3,knn,0,0.7829716193656093,0.783080808080808,0.7853496496481404,0.7011686143572621,0.7847025495750708,1979,353,599,0.002657199976965785,0.049926400010008365,,,cpu
37,ninguna,lopo,p4,3,logreg,0,0.9599332220367279,0.9599663299663299,0.9598728420584962,0.9499165275459098,0.9093484419263456,1979,353,599,0.39908639999339357,0.0013451999984681606,,,cpu
